# time_in_ns	dG_in_kT
13.890	3.007810
13.900	3.007810
13.910	3.007810
13.920	3.007810
13.930	3.007810
13.940	3.007810
13.950	3.007810
13.960	3.007810
13.970	3.007810
13.980	3.007810
13.990	3.007810
14.000	3.007810
14.010	3.007810
14.020	3.007810
14.030	3.007810
14.040	3.007810
14.050	3.007810
14.060	3.007810
14.070	3.085940
14.080	3.203120
14.090	3.203120
14.100	3.222660
14.110	3.222660
14.120	3.222660
14.130	3.222660
14.140	3.281250
14.150	3.281250
14.160	3.359380
14.170	3.476560
14.180	3.574220
14.190	3.730470
14.200	3.886720
14.210	3.984380
14.220	4.082030
14.230	4.101560
14.240	4.101560
14.250	4.101560
14.260	4.101560
14.270	4.101560
14.280	4.101560
14.290	4.101560
14.300	4.101560
14.310	4.101560
14.320	4.101560
14.330	4.101560
14.340	4.101560
14.350	4.101560
14.360	4.101560
14.370	4.101560
14.380	4.101560
14.390	4.101560
14.400	4.101560
14.410	4.101560
14.420	4.101560
14.430	4.101560
14.440	4.101560
14.450	4.101560
14.460	4.101560
14.470	4.101560
14.480	4.101560
14.490	4.101560
14.500	4.082030
14.510	4.023440
14.520	3.964840
14.530	3.945310
14.540	3.886720
14.550	3.828120
14.560	3.828120
14.570	3.828120
14.580	3.828120
14.590	3.828120
